channel_id,source_distinction_id,target_distinction_id,decoder_id,prior_id,source_label,target_observation_label,decoded_source_label,probability,probability_fraction,claim_boundary
identity_channel,D_joint,E_joint,dec::identity_channel::D_joint::E_joint::exact_decoder,uniform_X2,00,11,11,0.0,0,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_joint,E_joint,dec::identity_channel::D_joint::E_joint::exact_decoder,uniform_X2,01,00,00,0.0,0,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_joint,E_joint,dec::identity_channel::D_joint::E_joint::exact_decoder,uniform_X2,01,01,01,0.25,1/4,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_joint,E_joint,dec::identity_channel::D_joint::E_joint::exact_decoder,uniform_X2,01,10,10,0.0,0,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_joint,E_joint,dec::identity_channel::D_joint::E_joint::exact_decoder,uniform_X2,01,11,11,0.0,0,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_joint,E_joint,dec::identity_channel::D_joint::E_joint::exact_decoder,uniform_X2,10,00,00,0.0,0,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_joint,E_joint,dec::identity_channel::D_joint::E_joint::exact_decoder,uniform_X2,10,01,01,0.0,0,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_joint,E_joint,dec::identity_channel::D_joint::E_joint::exact_decoder,uniform_X2,10,10,10,0.25,1/4,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_joint,E_joint,dec::identity_channel::D_joint::E_joint::exact_decoder,uniform_X2,10,11,11,0.0,0,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_joint,E_joint,dec::identity_channel::D_joint::E_joint::exact_decoder,uniform_X2,11,00,00,0.0,0,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_joint,E_joint,dec::identity_channel::D_joint::E_joint::exact_decoder,uniform_X2,11,01,01,0.0,0,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_joint,E_joint,dec::identity_channel::D_joint::E_joint::exact_decoder,uniform_X2,11,10,10,0.0,0,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_joint,E_joint,dec::identity_channel::D_joint::E_joint::exact_decoder,uniform_X2,11,11,11,0.25,1/4,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_joint,E_joint,dec::identity_channel::D_joint::E_joint::declared_decoder,uniform_X2,00,00,00,0.25,1/4,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_joint,E_joint,dec::identity_channel::D_joint::E_joint::declared_decoder,uniform_X2,00,01,01,0.0,0,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_joint,E_joint,dec::identity_channel::D_joint::E_joint::declared_decoder,uniform_X2,00,10,10,0.0,0,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_joint,E_joint,dec::identity_channel::D_joint::E_joint::declared_decoder,uniform_X2,00,11,11,0.0,0,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_joint,E_joint,dec::identity_channel::D_joint::E_joint::declared_decoder,uniform_X2,01,00,00,0.0,0,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_joint,E_joint,dec::identity_channel::D_joint::E_joint::declared_decoder,uniform_X2,01,01,01,0.25,1/4,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_joint,E_joint,dec::identity_channel::D_joint::E_joint::declared_decoder,uniform_X2,01,10,10,0.0,0,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_joint,E_joint,dec::identity_channel::D_joint::E_joint::declared_decoder,uniform_X2,01,11,11,0.0,0,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_joint,E_joint,dec::identity_channel::D_joint::E_joint::declared_decoder,uniform_X2,10,00,00,0.0,0,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_joint,E_joint,dec::identity_channel::D_joint::E_joint::declared_decoder,uniform_X2,10,01,01,0.0,0,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_joint,E_joint,dec::identity_channel::D_joint::E_joint::declared_decoder,uniform_X2,10,10,10,0.25,1/4,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_joint,E_joint,dec::identity_channel::D_joint::E_joint::declared_decoder,uniform_X2,10,11,11,0.0,0,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_joint,E_joint,dec::identity_channel::D_joint::E_joint::declared_decoder,uniform_X2,11,00,00,0.0,0,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_joint,E_joint,dec::identity_channel::D_joint::E_joint::declared_decoder,uniform_X2,11,01,01,0.0,0,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_joint,E_joint,dec::identity_channel::D_joint::E_joint::declared_decoder,uniform_X2,11,10,10,0.0,0,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_joint,E_joint,dec::identity_channel::D_joint::E_joint::declared_decoder,uniform_X2,11,11,11,0.25,1/4,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_joint,E_parity,dec::identity_channel::D_joint::E_parity::bayes_optimal_decoder,uniform_X2,00,0,11,0.25,1/4,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_joint,E_parity,dec::identity_channel::D_joint::E_parity::bayes_optimal_decoder,uniform_X2,00,1,10,0.0,0,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_joint,E_parity,dec::identity_channel::D_joint::E_parity::bayes_optimal_decoder,uniform_X2,01,0,11,0.0,0,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_joint,E_parity,dec::identity_channel::D_joint::E_parity::bayes_optimal_decoder,uniform_X2,01,1,10,0.25,1/4,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_joint,E_parity,dec::identity_channel::D_joint::E_parity::bayes_optimal_decoder,uniform_X2,10,0,11,0.0,0,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_joint,E_parity,dec::identity_channel::D_joint::E_parity::bayes_optimal_decoder,uniform_X2,10,1,10,0.25,1/4,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_joint,E_parity,dec::identity_channel::D_joint::E_parity::bayes_optimal_decoder,uniform_X2,11,0,11,0.25,1/4,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_joint,E_parity,dec::identity_channel::D_joint::E_parity::bayes_optimal_decoder,uniform_X2,11,1,10,0.0,0,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_joint,E_trivial,dec::identity_channel::D_joint::E_trivial::bayes_optimal_decoder,uniform_X2,00,*,11,0.25,1/4,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_joint,E_trivial,dec::identity_channel::D_joint::E_trivial::bayes_optimal_decoder,uniform_X2,01,*,11,0.25,1/4,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_joint,E_trivial,dec::identity_channel::D_joint::E_trivial::bayes_optimal_decoder,uniform_X2,10,*,11,0.25,1/4,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_joint,E_trivial,dec::identity_channel::D_joint::E_trivial::bayes_optimal_decoder,uniform_X2,11,*,11,0.25,1/4,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_parity,E_A,dec::identity_channel::D_parity::E_A::bayes_optimal_decoder,uniform_X2,0,0,1,0.25,1/4,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_parity,E_A,dec::identity_channel::D_parity::E_A::bayes_optimal_decoder,uniform_X2,0,1,1,0.25,1/4,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_parity,E_A,dec::identity_channel::D_parity::E_A::bayes_optimal_decoder,uniform_X2,1,0,1,0.25,1/4,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_parity,E_A,dec::identity_channel::D_parity::E_A::bayes_optimal_decoder,uniform_X2,1,1,1,0.25,1/4,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_parity,E_A,dec::identity_channel::D_parity::E_A::declared_decoder,uniform_X2,0,0,0,0.25,1/4,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_parity,E_A,dec::identity_channel::D_parity::E_A::declared_decoder,uniform_X2,0,1,1,0.25,1/4,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_parity,E_A,dec::identity_channel::D_parity::E_A::declared_decoder,uniform_X2,1,0,0,0.25,1/4,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_parity,E_A,dec::identity_channel::D_parity::E_A::declared_decoder,uniform_X2,1,1,1,0.25,1/4,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_parity,E_B,dec::identity_channel::D_parity::E_B::bayes_optimal_decoder,uniform_X2,0,0,1,0.25,1/4,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_parity,E_B,dec::identity_channel::D_parity::E_B::bayes_optimal_decoder,uniform_X2,0,1,1,0.25,1/4,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_parity,E_B,dec::identity_channel::D_parity::E_B::bayes_optimal_decoder,uniform_X2,1,0,1,0.25,1/4,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,D_parity,E_B,dec::identity_channel::D_parity::E_B::bayes_optimal_decoder,uniform_X2,1,1,1,0.25,1/4,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
